link,name,adr,price,price_for_m2,total_area
https://www.topreality.sk/krasny-3-izbovy-byt-v-bratislave-s-balkonom-a-s-vyhladom-na-televiznu-vezu-kamzik-r8528079.html,Krásny 3-izbový byt v Bratislave s balkónom a s výhľadom na televíznu vežu Kamzík,"Ladislava Dérera,  Bratislava-Nové Mesto (Bratislava III)",239 900 €,"3 377,45 €/m2",71 m2
https://www.topreality.sk/predaj-3-izbovy-byt-v-projekte-ovocne-sady-r8528072.html,Predaj 3- izbový byt v projekte Ovocné Sady,"Ivanská cesta,  Bratislava-Ružinov (Bratislava II)",195 500 €,"2 966,17 €/m2",66 m2
https://www.topreality.sk/svetly-2-izb-byt-s-balkonom-na-predaj-projekt-eden-park-drienova-ul-r8527993.html,"Svetlý 2 izb. byt s balkónom na predaj, projekt Eden Park, Drieňová ul","Drieňová,  Bratislava-Ružinov (Bratislava II)",261 000 €,"4 595,88 €/m2",57 m2
https://www.topreality.sk/predaj-3-izb-bytu-v-projekte-eden-park-drienova-ul-ruzinov-r8527992.html,"Predaj 3 izb. bytu v projekte Eden Park, Drieňová ul., Ružinov","Drieňová,  Bratislava-Ružinov (Bratislava II)",cena dohodou,,91 m2
https://www.topreality.sk/skolaudovany-3-izbovy-byt-s-predzahradkou-pod-biskupice-r8527990.html,Skolaudovaný 3-izbový byt s predzáhradkou-Pod.Biskupice,"Družobná,  Bratislava-Podunajské Biskupice (Bratislava II)",219 900 €,"2 883,18 €/m2",76 m2
https://www.topreality.sk/apartman-a-kancelaria-v-jednom-r8527988.html,Apartmán a Kancelária v jednom,"Riazanská,  Bratislava-Nové Mesto (Bratislava III)",cena dohodou,,60 m2
https://www.topreality.sk/2-izbovy-byt-apartman-na-sklabinskej-ulici-raca-r8527985.html,"2-izbový byt (Apartmán) na Sklabinskej ulici, Rača","Sklabinská,  Bratislava-Rača (Bratislava III)",179 880 €,"3 453,25 €/m2",52 m2
https://www.topreality.sk/priestranny-3-izbovy-byt-v-standarde-r8527984.html,Priestranný 3-izbový byt v štandarde,"Hradská,  Bratislava-Vrakuňa (Bratislava II)",289 000 €,,93 m2
https://www.topreality.sk/top-ponuka-4-izbovy-byt-na-cajakovej-ul-bratislava-stare-mesto-r8527983.html,"TOP ponuka 4-izbový byt na Čajakovej ul., Bratislava-Staré mesto","Čajakova,  Bratislava-Staré Mesto (Bratislava I)",379 500 €,,89 m2
https://www.topreality.sk/top-ponuka-3-izbovy-priestranny-byt-pri-avione-r8527982.html,TOP Ponuka 3-izbový priestranný byt pri Avione,"Vietnamská,  Bratislava-Ružinov (Bratislava II)",269 000 €,"2 586,54 €/m2",104 m2
https://www.topreality.sk/skolaudovany-3-izbovy-byt-druzobna-ul-pod-biskupice-r8527981.html,"Skolaudovaný 3-izbový byt- Družobná ul.,Pod.Biskupice","Družobná,  Bratislava-Podunajské Biskupice (Bratislava II)",259 900 €,,89 m2
https://www.topreality.sk/podkrovny-3-izbovy-byt-na-hradskej-ul-r8527980.html,Podkrovný 3-izbový byt na Hradskej ul.,"Hradská,  Bratislava-Vrakuňa (Bratislava II)",289 000 €,,93 m2
https://www.topreality.sk/vymena-3-izb-bytu-v-projekte-klingerka-za-4-izbovy-r8527977.html,Výmena 3-izb. bytu v projekte Klingerka za 4-izbový,"Súkenícka,  Bratislava-Ružinov (Bratislava II)",cena dohodou,,84 m2
https://www.topreality.sk/na-predaj-utulna-dvojgarsonka-de-luxe-s-logiou-bratislava-podunajske-biskupice-r8521677.html,NA PREDAJ útulná dvojgarsónka DE LUXE s logiou Bratislava Podunajské Biskupice,"Podzáhradná,  Bratislava-Podunajské Biskupice (Bratislava II)",128 500 €,"2 677,08 €/m2",48 m2
https://www.topreality.sk/exkluzivne-na-predaj-novostavba-pekneho-priestranneho-2-izboveho-bytu-bratislava-ruzinov-komplex-boria-r8521723.html,"EXKLUZÍVNE.NA PREDAJ novostavba pekného, priestranného 2 izbového bytu Bratislava Ružinov, komplex BORIA","Drieňová,  Bratislava-Ružinov (Bratislava II)",260 000 €,"3 840,47 €/m2",68 m2
https://www.topreality.sk/occam-slnecny-2-izbovy-byt-v-ocenovanom-projekte-rezidencie-pri-myte-r8495546.html,OCCAM | Slnečný 2-izbový byt v oceňovanom projekte Rezidencie Pri Mýte,"Račianska,  Bratislava-Nové Mesto (Bratislava III)",244 900 €,"4 579,28 €/m2",53 m2
