,link,name,adr,price,price_for_m2,total_area
11123,https://www.topreality.sk/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8208706.html,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,309529.0,4275.262,72
6962,https://www.reality.sk//byty/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuUyzgSjUkN/,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,309099.0,4539.0,68
2614,https://www.nehnutelnosti.sk/4997028/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,306814.19,4505.35,68
2708,https://www.nehnutelnosti.sk/4997041/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,313844.18,4608.58,68
3551,https://www.nehnutelnosti.sk/4996468/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,309528.51,4275.26,72
7203,https://www.reality.sk//byty/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuZ9k8k43qEN/,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,30952851.0,4275.0,72
10935,https://www.topreality.sk/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430386.html,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,309099.0,4538.902,68
2721,https://www.nehnutelnosti.sk/4996477/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,309099.0,4538.9,68
10928,https://www.topreality.sk/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8431241.html,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,306814.0,4505.352,68
8392,https://www.topreality.sk/3-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8562835.html,3-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,316946.0,4377.712,72
6867,https://www.reality.sk//byty/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur/Ju__Z96flrt/,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,6540084.0,6848.0,96
10818,https://www.topreality.sk/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur-r8284275.html,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,625112.0,6545.682,96
6870,https://www.reality.sk//byty/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur/JufQSz10uFV/,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,6769608.0,7089.0,96
6872,https://www.reality.sk//byty/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur/JuBRJCdYoIb/,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,6251124.0,6546.0,96
10813,https://www.topreality.sk/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur-r8284281.html,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,654008.0,6848.262,96
2592,https://www.nehnutelnosti.sk/5081699/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur/,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,625112.4,6545.68,96
2587,https://www.nehnutelnosti.sk/5115224/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur/,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,676960.8,7088.59,96
10816,https://www.topreality.sk/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur-r8284277.html,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,676961.0,7088.592,96
2596,https://www.nehnutelnosti.sk/5081705/3-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur/,3-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,654008.4,6848.26,96
6352,https://www.reality.sk//byty/4-izb-byt-s-loggiou-na-hradnom-kopci-strma-cesta-76-m2-loggia/JumDxNKfzt-/,"4 izb. byt s loggiou na hradnom kopci, Strmá cesta, 76 m2 + loggia",strmácestastarémesto,288000.0,3773.0,76
3270,https://www.nehnutelnosti.sk/5262879/4-izb-byt-s-loggiou-na-hradnom-kopci-strma-cesta-76-m2-loggia/,"4 izb. byt s loggiou na hradnom kopci, Strmá cesta, 76 m2 + loggia",strmácestastarémesto,288000.0,3772.6,76
10188,https://www.topreality.sk/4-izb-byt-s-loggiou-na-hradnom-kopci-strma-cesta-76-m2-loggia-r8480313.html,"4 izb. byt s loggiou na hradnom kopci, Strmá cesta, 76 m2 + loggia",strmácestastarémesto,288180.0,3772.602,76
4662,https://www.reality.sk//byty/4-izbovy-byt-raca-na-pasekach-loggia-rekonstrukcia-znalecky-posudok/JuAZ3QAeEba/,"4 izbový byt Rača, Na Pasekách, loggia, rekonštrukcia, znalecký posudok",napasekáchrača,190000.0,2135.0,89
8082,https://www.topreality.sk/4-izbovy-byt-raca-na-pasekach-loggia-rekonstrukcia-znalecky-posudok-r8563082.html,"4 izbový byt Rača, Na Pasekách, loggia, rekonštrukcia, znalecký posudok",napasekáchrača,190100.0,2134.832,89
1097,https://www.nehnutelnosti.sk/5384341/4-izbovy-byt-raca-na-pasekach-loggia-rekonstrukcia-znalecky-posudok/,"4 izbový byt Rača, Na Pasekách, loggia, rekonštrukcia, znalecký posudok",napasekáchrača,190000.0,2134.83,89
10862,https://www.topreality.sk/4-izbovy-apartman-s-terasou-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384807.html,"4-izbový apartmán s terasou v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,361891.0,4718.272,77
6937,https://www.reality.sk//byty/4-izbovy-apartman-s-terasou-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuZpdc1KXaZi/,"4-izbový apartmán s terasou v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,36189139.0,4718.0,77
2618,https://www.nehnutelnosti.sk/5191559/4-izbovy-apartman-s-terasou-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"4-izbový apartmán s terasou v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,361891.39,4718.27,77
2594,https://www.nehnutelnosti.sk/4997027/4-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,4-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,357608.16,4167.93,86
10930,https://www.topreality.sk/4-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430390.html,4-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,357608.0,4167.932,86
6947,https://www.reality.sk//byty/4-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuLvXtcaMeL/,4-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,35760816.0,4168.0,86
6863,https://www.reality.sk//byty/4-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur/JuJvCV7FvF8/,4-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,7336968.0,7186.0,102
2590,https://www.nehnutelnosti.sk/5081704/4-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur/,4-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,733696.8,7186.06,102
10814,https://www.topreality.sk/4-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-30-000-eur-r8284280.html,4-izbový byt v Ružinove   BONUS na zariadenie bytu 30 000 EUR,svätoplukovaružinov,733697.0,7186.062,102
2591,https://www.nehnutelnosti.sk/5081717/4-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-40-000-eur/,4-izbový byt v Ružinove   BONUS na zariadenie bytu 40 000 EUR,svätoplukovaružinov,865358.4,9089.9,95
10805,https://www.topreality.sk/4-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-40-000-eur-r8421385.html,4-izbový byt v Ružinove   BONUS na zariadenie bytu 40 000 EUR,svätoplukovaružinov,865358.0,9089.902,95
6864,https://www.reality.sk//byty/4-izbovy-byt-v-ruzinove-bonus-na-zariadenie-bytu-40-000-eur/Ju0O6usxWSl/,4-izbový byt v Ružinove   BONUS na zariadenie bytu 40 000 EUR,svätoplukovaružinov,8653584.0,9090.0,95
3381,https://www.nehnutelnosti.sk/5362514/az-property-ponukame-na-predaj-velmi-pekny-3-izbovy-byt-slodziou-v-novostavbe-na-tupeho-ulici/,AZ PROPERTY * Ponúkame na predaj veľmi pekný 3-izbový byt s lodžiou v novostavbe na Tupého ulici,tupéhonovémesto,310000.0,4307.95,72
10314,https://www.topreality.sk/az-property-ponukame-na-predaj-velmi-pekny-3-izbovy-byt-s-lodziou-v-novostavbe-na-tupeho-ulici-r8542619.html,AZ PROPERTY * Ponúkame na predaj veľmi pekný 3-izbový byt s lodžiou v novostavbe na Tupého ulici,tupéhonovémesto,315000.0,4368.932,72
3382,https://www.nehnutelnosti.sk/5362525/az-property-ponukame-na-predaj-velmi-pekny-3-izbovy-byt-slodziou-v-novostavbe-na-tupeho-ulici/,AZ PROPERTY * Ponúkame na predaj veľmi pekný 3-izbový byt s lodžiou v novostavbe na Tupého ulici,tupéhonovémesto,315000.0,4368.93,72
6461,https://www.reality.sk//byty/az-property-ponukame-na-predaj-velmi-pekny-3-izbovy-byt-s-lodziou-v-novostavbe-na-tupeho-ulici/Ju0ID0fh_zC/,AZ PROPERTY * Ponúkame na predaj veľmi pekný 3-izbový byt s lodžiou v novostavbe na Tupého ulici,tupéhonovémesto,315000.0,4369.0,72
6460,https://www.reality.sk//byty/az-property-ponukame-na-predaj-velmi-pekny-3-izbovy-byt-s-lodziou-v-novostavbe-na-tupeho-ulici/JuhablZS_zD/,AZ PROPERTY * Ponúkame na predaj veľmi pekný 3-izbový byt s lodžiou v novostavbe na Tupého ulici,tupéhonovémesto,310000.0,4308.0,72
10312,https://www.topreality.sk/az-property-ponukame-na-predaj-velmi-pekny-3-izbovy-byt-s-lodziou-v-novostavbe-na-tupeho-ulici-r8542615.html,AZ PROPERTY * Ponúkame na predaj veľmi pekný 3-izbový byt s lodžiou v novostavbe na Tupého ulici,tupéhonovémesto,310000.0,4307.952,72
10675,https://www.topreality.sk/apartman-47-7m2-skladova-kobka-4-7-m2-terasa-23-5m2-dokonceny-2-podlazie-byt-c-2-5-r8050006.html,"Apartmán 47,7m2 , skladová kobka 4,7 m2, terasa 23,5m2 dokončený, 2.podlažie byt č .2/5",rybničnávajnory,229750.0,4381.682,52
6738,https://www.reality.sk//byty/apartman-47-7m2-skladova-kobka-4-7-m2-terasa-23-5m2-dokonceny-2-podlazie-byt-c-2-5/Jui8EVlGL3D/,"Apartmán 47,7m2 , skladová kobka 4,7 m2, terasa 23,5m2 dokončený, 2.podlažie byt č .2/5",rybničnávajnory,229600.0,4382.0,52
3763,https://www.nehnutelnosti.sk/4815943/apartman-47-7m2-skladova-kobka-4-7-m2-terasa-23-5m2-dokonceny-2-podlazie-byt-c-2-5/,"Apartmán 47,7m2 , skladová kobka 4,7 m2, terasa 23,5m2 dokončený, 2.podlažie byt č .2/5",rybničnávajnory,229600.0,4381.68,52
6728,https://www.reality.sk//byty/apartman-86-56m2-skladova-kobka-4-01m2-balkon-6-24m2-holobyt-6-podlazie-byt-c-6-9/Julz3HS9gVQ/,"Apartmán 86,56m2, skladová kobka 4,01m2, balkón 6,24m2, holobyt, 6.podlažie byt č. 6/9",rybničnávajnory,280710.0,3099.0,91
10667,https://www.topreality.sk/apartman-86-56m2-skladova-kobka-4-01m2-balkon-6-24m2-holobyt-6-podlazie-byt-c-6-9-r8068532.html,"Apartmán 86,56m2, skladová kobka 4,01m2, balkón 6,24m2, holobyt, 6.podlažie byt č. 6/9",rybničnávajnory,280930.0,3099.372,91
3771,https://www.nehnutelnosti.sk/4837485/apartman-86-56m2-skladova-kobka-4-01m2-balkon-6-24m2-holobyt-6-podlazie-byt-c-6-9/,"Apartmán 86,56m2, skladová kobka 4,01m2, balkón 6,24m2, holobyt, 6.podlažie byt č. 6/9",rybničnávajnory,280710.0,3099.37,91
10674,https://www.topreality.sk/apartman-86-8m2-skladova-kobka-5-m2-balkon-6-2m2-holobyt-2-podlazie-byt-c-2-9-r8050024.html,"Apartmán 86,8m2, skladová kobka 5 m2, balkón 6,2m2 holobyt, 2.podlažie byt č. 2/9",rybničnávajnory,290118.0,3157.932,92
6737,https://www.reality.sk//byty/apartman-86-8m2-skladova-kobka-5-m2-balkon-6-2m2-holobyt-2-podlazie-byt-c-2-9/Ju2LWvFNRY1/,"Apartmán 86,8m2, skladová kobka 5 m2, balkón 6,2m2 holobyt, 2.podlažie byt č. 2/9",rybničnávajnory,289898.0,3158.0,92
3765,https://www.nehnutelnosti.sk/4815985/apartman-86-8m2-skladova-kobka-5-m2-balkon-6-2m2-holobyt-2-podlazie-byt-c-2-9/,"Apartmán 86,8m2, skladová kobka 5 m2, balkón 6,2m2 holobyt, 2.podlažie byt č. 2/9",rybničnávajnory,289898.0,3157.93,92
7418,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419767.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,257040.0,3570.002,72
8034,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419773.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,264690.0,3676.252,72
8030,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419772.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,282744.0,3927.002,72
8029,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419774.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,283356.0,3935.502,72
8028,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419777.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,275400.0,3825.002,72
8033,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419775.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276930.0,3846.252,72
4610,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JuDClYWSIXF/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,282744.0,3927.0,72
1058,https://www.nehnutelnosti.sk/5228609/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,269586.0,3744.25,72
1059,https://www.nehnutelnosti.sk/5228610/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,275706.0,3829.25,72
4605,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JubHVGuZlod/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,275400.0,3825.0,72
4606,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JuvRCu_YqAs/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276930.0,3846.0,72
4607,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JutloFtEfvB/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,264690.0,3676.0,72
4608,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/Jumcv6g6v0B/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,269586.0,3744.0,72
4611,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JuClfsIH0wi/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,269280.0,3740.0,72
4613,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/Ju17pTC1aPP/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276318.0,3838.0,72
4616,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JupeewWXff0/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,283356.0,3936.0,72
4629,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JuT8fKqrvy4/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,275706.0,3829.0,72
4631,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JuHWi1v5Ft-/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276318.0,3838.0,72
1046,https://www.nehnutelnosti.sk/5228617/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,275400.0,3825.0,72
1048,https://www.nehnutelnosti.sk/5228614/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,283356.0,3935.5,72
1050,https://www.nehnutelnosti.sk/5228605/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,269280.0,3740.0,72
84,https://www.nehnutelnosti.sk/5228607/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,257040.0,3570.0,72
1053,https://www.nehnutelnosti.sk/5228616/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276930.0,3846.25,72
1045,https://www.nehnutelnosti.sk/5228613/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,264690.0,3676.25,72
8038,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419768.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276318.0,3837.752,72
8035,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419771.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276318.0,3837.752,72
8036,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419770.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,275706.0,3829.252,72
8037,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419769.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,269586.0,3744.252,72
1055,https://www.nehnutelnosti.sk/5228612/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,282744.0,3927.0,72
8040,https://www.topreality.sk/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba-r8419765.html,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,269280.0,3740.002,72
1060,https://www.nehnutelnosti.sk/5228611/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276318.0,3837.75,72
4103,https://www.reality.sk//byty/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/JuiDwb3BE9d/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,257040.0,3570.0,72
1057,https://www.nehnutelnosti.sk/5228608/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,276318.0,3837.75,72
6727,https://www.reality.sk//byty/byt-46-75m2-skladova-kobka-5-71m2-balkon-3-6m2-dokonceny-3-podlazie-byt-c-3-17/JujjrQySdOl/,"Byt 46,75m2, skladová kobka 5,71m2, balkón 3,6m2, dokončený, 3.podlažie byt č. 3/17",rybničnávajnory,164020.0,3068.0,53
3775,https://www.nehnutelnosti.sk/4994106/byt-46-75m2-skladova-kobka-5-71m2-balkon-3-6m2-dokonceny-3-podlazie-byt-c-3-17/,"Byt 46,75m2, skladová kobka 5,71m2, balkón 3,6m2, dokončený, 3.podlažie byt č. 3/17",rybničnávajnory,164020.0,3068.09,53
10663,https://www.topreality.sk/byt-46-75m2-skladova-kobka-5-71m2-balkon-3-6m2-dokonceny-3-podlazie-byt-c-3-17-r8206569.html,"Byt 46,75m2, skladová kobka 5,71m2, balkón 3,6m2, dokončený, 3.podlažie byt č. 3/17",rybničnávajnory,164170.0,3068.092,53
6729,https://www.reality.sk//byty/byt-47-24m2-skladova-kobka-4-30m2-balkon-3-6m2-holobyt-5-podlazie-byt-c-5-15/Juy-Wnie1cu/,"Byt 47,24m2, skladová kobka 4,30m2, balkón 3,6m2 , holobyt, 5.podlažie byt č. 5/15",rybničnávajnory,162322.0,3149.0,52
3769,https://www.nehnutelnosti.sk/4837456/byt-47-24m2-skladova-kobka-4-30m2-balkon-3-6m2-holobyt-5-podlazie-byt-c-5-15/,"Byt 47,24m2, skladová kobka 4,30m2, balkón 3,6m2 , holobyt, 5.podlažie byt č. 5/15",rybničnávajnory,162322.0,3149.44,52
10669,https://www.topreality.sk/byt-47-24m2-skladova-kobka-4-30m2-balkon-3-6m2-holobyt-5-podlazie-byt-c-5-15-r8068501.html,"Byt 47,24m2, skladová kobka 4,30m2, balkón 3,6m2 , holobyt, 5.podlažie byt č. 5/15",rybničnávajnory,162472.0,3149.442,52
6732,https://www.reality.sk//byty/byt-47-32m2-skladova-kobka-3-86m2-balkon-3-6m2-dokonceny-6-podlazie-byt-c-6-14/Jur8DUYra-JV/,"Byt 47,32m2, skladová kobka 3,86m2, balkón 3,6m2, dokončený, 6.podlažie byt č. 6/14",rybničnávajnory,170620.0,3334.0,51
3770,https://www.nehnutelnosti.sk/4837504/byt-47-32m2-skladova-kobka-3-86m2-balkon-3-6m2-dokonceny-6-podlazie-byt-c-6-14/,"Byt 47,32m2, skladová kobka 3,86m2, balkón 3,6m2, dokončený, 6.podlažie byt č. 6/14",rybničnávajnory,170620.0,3333.72,51
10666,https://www.topreality.sk/byt-47-32m2-skladova-kobka-3-86m2-balkon-3-6m2-dokonceny-6-podlazie-byt-c-6-14-r8068551.html,"Byt 47,32m2, skladová kobka 3,86m2, balkón 3,6m2, dokončený, 6.podlažie byt č. 6/14",rybničnávajnory,170770.0,3333.722,51
10668,https://www.topreality.sk/byt-47-3m2-skladova-kobka-4-54m2-balkon-3-6m2-holobyt-5-podlazie-byt-c-5-16-r8068502.html,"Byt 47,3m2, skladová kobka 4,54m2, balkón 3,6m2 , holobyt, 5.podlažie byt č. 5/16",rybničnávajnory,163201.0,3145.272,52
6736,https://www.reality.sk//byty/byt-47-3m2-skladova-kobka-4-54m2-balkon-3-6m2-holobyt-5-podlazie-byt-c-5-16/JuSEFD1YxHc/,"Byt 47,3m2, skladová kobka 4,54m2, balkón 3,6m2 , holobyt, 5.podlažie byt č. 5/16",rybničnávajnory,163051.0,3145.0,52
3772,https://www.nehnutelnosti.sk/4837457/byt-47-3m2-skladova-kobka-4-54m2-balkon-3-6m2-holobyt-5-podlazie-byt-c-5-16/,"Byt 47,3m2, skladová kobka 4,54m2, balkón 3,6m2 , holobyt, 5.podlažie byt č. 5/16",rybničnávajnory,163051.0,3145.27,52
10673,https://www.topreality.sk/byt-47-4m2-skladova-kobka-6-1-m2-terasa-23-5m2-holobyt-2-podlazie-byt-c-2-12-r8050042.html,"Byt 47,4m2, skladová kobka 6,1 m2, terasa 23,5m2 holobyt, 2 podlažie byt č. 2/12",rybničnávajnory,235182.0,4393.122,54
3764,https://www.nehnutelnosti.sk/4815997/byt-47-4m2-skladova-kobka-6-1-m2-terasa-23-5m2-holobyt-2-podlazie-byt-c-2-12/,"Byt 47,4m2, skladová kobka 6,1 m2, terasa 23,5m2 holobyt, 2 podlažie byt č. 2/12",rybničnávajnory,235032.0,4393.12,54
6733,https://www.reality.sk//byty/byt-47-4m2-skladova-kobka-6-1-m2-terasa-23-5m2-holobyt-2-podlazie-byt-c-2-12/Juu0ScClKQC/,"Byt 47,4m2, skladová kobka 6,1 m2, terasa 23,5m2 holobyt, 2 podlažie byt č. 2/12",rybničnávajnory,235032.0,4393.0,54
3773,https://www.nehnutelnosti.sk/4837562/byt-47-52m2-skladova-kobka-3-56m2-balkon-3-6m2-holobyt-7-podlazie-byt-c-7-3/,"Byt 47,52m2, skladová kobka 3,56m2, balkón 3,6m2, holobyt, 7.podlažie byt č.7/3",rybničnávajnory,170688.0,3341.58,51
