,link,name,adr,price,price_for_m2,total_area
10893,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8386446.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,191399.0,3716.482,52
7160,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/Juf7N8Lv3Ca/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,2025804.0,3934.0,52
7159,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuMAWmhMkV4/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,2037636.0,3957.0,52
2644,https://www.nehnutelnosti.sk/5191538/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,184555.2,4138.01,45
3938,https://www.nehnutelnosti.sk/5329024/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,171253.2,3865.76,44
7161,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/Jus0bC8v06f/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,200418.0,4555.0,44
10890,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8422245.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,186293.0,3833.192,49
7147,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuIUqFjMBkx/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,2024148.0,3930.0,52
2641,https://www.nehnutelnosti.sk/5193378/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,193617.6,3992.12,48
2648,https://www.nehnutelnosti.sk/5191552/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,185556.0,4051.44,46
10891,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8422243.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,197635.0,4421.372,45
7157,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuvzTb9poUVY/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,2033664.0,4550.0,45
2650,https://www.nehnutelnosti.sk/5231467/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,194892.0,4010.12,49
6938,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuaCAWCnh6N/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1897648.0,3905.0,49
2652,https://www.nehnutelnosti.sk/5191497/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,197539.5,3835.72,52
10830,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384747.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,187646.0,3861.022,49
2642,https://www.nehnutelnosti.sk/5193387/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,202414.8,3930.38,52
10824,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384755.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,202574.0,4531.852,45
10821,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384759.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,184716.0,4024.322,46
6934,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JulbyOB5DFm/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1803892.0,4109.0,44
6935,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuaDx-bSiOg/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1811355.0,4061.0,45
10825,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384754.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,180033.0,4091.652,44
10829,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384748.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,185938.0,4050.932,46
10823,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384757.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,180764.0,4043.932,45
6916,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuNLm36SF5W/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,2025736.0,4532.0,45
10838,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384770.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,180841.0,4082.192,44
6914,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JukJ9aYNGu0X/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1808408.0,4082.0,44
6915,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuJUEhH1ZPE/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1847163.0,4024.0,46
6918,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuL3hJMJCx-/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1800328.0,4092.0,44
6919,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/Ju5yKGl3C7F/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1807635.0,4044.0,45
2673,https://www.nehnutelnosti.sk/5191522/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,180840.8,4082.19,44
2696,https://www.nehnutelnosti.sk/5191508/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,202573.6,4531.85,45
2634,https://www.nehnutelnosti.sk/5191515/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,181135.5,4061.33,45
10842,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384765.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,198086.0,3846.322,52
2692,https://www.nehnutelnosti.sk/5191517/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,198085.5,3846.32,52
2639,https://www.nehnutelnosti.sk/5191516/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,180389.2,4109.09,44
10844,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384763.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,181136.0,4061.332,45
10843,https://www.topreality.sk/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov-r8384764.html,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,180389.0,4109.092,44
2688,https://www.nehnutelnosti.sk/5191500/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,185937.9,4050.93,46
2616,https://www.nehnutelnosti.sk/5191511/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,184716.3,4024.32,46
6882,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/Ju7OyjvZK0k/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1980855.0,3846.0,52
6883,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JueZp1Jd1RO/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1859379.0,4051.0,46
2667,https://www.nehnutelnosti.sk/5191512/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,189468.4,3906.56,48
6897,https://www.reality.sk//byty/2-izbovy-apartman-s-balkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/JuwRxWpCSXY/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,1894684.0,3907.0,48
2625,https://www.nehnutelnosti.sk/5191506/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,180032.8,4091.65,44
2702,https://www.nehnutelnosti.sk/5191509/2-izbovy-apartman-sbalkonom-v-novostavbe-na-ulici-mlynske-nivy-ruzinov/,"2-izbový apartmán s balkónom v novostavbe na ulici Mlynské Nivy, Ružinov",hraničnáružinov,180763.5,4043.93,45
2646,https://www.nehnutelnosti.sk/4997025/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,245824.25,4577.73,54
2657,https://www.nehnutelnosti.sk/4996466/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,249736.3,4747.84,53
2660,https://www.nehnutelnosti.sk/4997029/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,239440.64,4450.57,54
2668,https://www.nehnutelnosti.sk/4997026/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,239149.9,4445.17,54
10938,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430383.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,250947.0,4664.452,54
6955,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuGqnd5OLet/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,23859179.0,4536.0,53
10931,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430389.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,239150.0,4445.172,54
6952,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuHjtTtGaRo/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,2497363.0,4748.0,53
2637,https://www.nehnutelnosti.sk/4996480/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,253874.06,4727.64,54
2630,https://www.nehnutelnosti.sk/5000703/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,238591.79,4535.97,53
6951,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuerGWUXgjI/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,25063385.0,4659.0,54
2623,https://www.nehnutelnosti.sk/4997033/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,241780.45,4494.06,54
2607,https://www.nehnutelnosti.sk/4996474/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,250947.26,4664.45,54
6948,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuQ37K7fwy4/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,23944064.0,4451.0,54
2606,https://www.nehnutelnosti.sk/4996469/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,241050.86,4480.5,54
6946,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuA8fVic9ayh/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,2391499.0,4445.0,54
6943,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuvGeuvNMKI/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,23165984.0,4306.0,54
6954,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuN455b2BRl/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,24582425.0,4578.0,54
6959,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JugAolMZ0F_/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,24378938.0,4644.0,52
2680,https://www.nehnutelnosti.sk/4996481/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,253159.39,4822.08,52
2712,https://www.nehnutelnosti.sk/4997032/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,243789.38,4643.61,52
10941,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430381.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,250634.0,4658.622,54
10924,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8431243.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,243789.0,4643.612,53
10940,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8208707.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,241051.0,4480.502,54
6970,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/Ju0Nv4Swev_/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,24178045.0,4494.0,54
10923,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8431244.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,241780.0,4494.062,54
2678,https://www.nehnutelnosti.sk/4997031/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,231659.84,4305.94,54
6972,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuXqFOag2Sj/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,25387406.0,4728.0,54
6974,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuQ-IabLDm8/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,2392852.0,4549.0,53
10942,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430380.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,249736.0,4747.842,53
10929,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8209216.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,239441.0,4450.572,54
2699,https://www.nehnutelnosti.sk/4997036/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,243851.39,4532.55,54
2694,https://www.nehnutelnosti.sk/4996472/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,239285.2,4549.15,53
10939,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430382.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,239285.0,4549.152,53
10934,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430387.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,253874.0,4727.642,54
2687,https://www.nehnutelnosti.sk/4996467/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,250633.85,4658.62,54
10921,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430393.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,238592.0,4535.972,53
10933,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430388.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,253159.0,4822.082,53
6963,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/Ju2pOwBqqRl/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,25094726.0,4664.0,54
10920,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8431247.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,243851.0,4532.552,54
6973,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuiBZQr3xDM/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,24385139.0,4533.0,54
6961,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JubcKqQ3G72/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,25315939.0,4822.0,52
10932,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8431239.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,245824.0,4577.732,54
6971,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur/JuJsgX4Ku05/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,24105086.0,4481.0,54
10926,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-10-000-eur-r8430391.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 10 000 EUR,mlynskénivyružinov,231660.0,4305.942,54
10812,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur-r8284282.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,357796.0,7778.172,46
6860,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/Ju_s6FlPqF2/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,4465728.0,9208.0,48
10806,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur-r8284292.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,338755.0,7253.862,47
6874,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/JuYTARAzdS0q/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,369894.0,7755.0,48
6871,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/JuOd5CWYNXq/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,3645036.0,7924.0,46
6869,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/JunG7vbTZJO/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,3613224.0,5781.0,62
6868,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/Juzzb4nXib6/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,3387552.0,7254.0,47
6866,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/Ju7IzodrPJCB/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,4264884.0,8941.0,48
6862,https://www.reality.sk//byty/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/Juf5TTwtFcm/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,3577956.0,7778.0,46
10815,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur-r8284278.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,364504.0,7923.992,46
10819,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur-r8284273.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,369894.0,7754.592,48
2582,https://www.nehnutelnosti.sk/5081702/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,364503.6,7923.99,46
10809,https://www.topreality.sk/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur-r8284287.html,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,426488.0,8941.062,48
2593,https://www.nehnutelnosti.sk/5081714/2-izbovy-apartman-v-ruzinove-bonus-na-zariadenie-apartmanu-15-000-eur/,2-izbový apartmán v Ružinove   BONUS na zariadenie apartmánu 15 000 EUR,svätoplukovaružinov,446572.8,9207.69,48
