link,name,adr,price,price_for_m2,total_area
https://www.nehnutelnosti.sk/5349186/najatraktivnejsia-cena-znizena-o-11-tisic-2-izb-65m2-9m2-loggia-novostavba-koloseo/,NAJATRAKTÍVNEJŠIA CENA ZNÍŽENÁ o 11 TISÍC. 2 izb 65m2 + 9m2 LOGGIA NOVOSTAVBA KOLOSEO,tomášikova12573novémesto,218000.0,3353.85,65.0
https://www.nehnutelnosti.sk/5310966/na-predaj-krasny-2-izbovy-byt-v-mestskej-casti-bratislava-v-slnecnice/,Na predaj krásny 2-izbový byt v mestskej časti Bratislava V – Slnečnice,petržalka,210000.0,3392.57,61.9
https://www.nehnutelnosti.sk/5260718/novy-plne-zariadeny-3-izbovy-apartman-magnolia-1/,Nový plne zariadený 3-izbový Apartman- Magnolia 1,hraničnáružinov,239900.0,4039.4,59.39
https://www.nehnutelnosti.sk/5302215/nadstandardny-2-izbovy-penthouse-s-vysokymi-stropmi-v-blizkosti-downtownu-66-2-m2/,"NADŠTANDARDNÝ 2-IZBOVÝ PENTHOUSE S VYSOKÝMI STROPMI V BLÍZKOSTI DOWNTOWNU, 66,2 M2",prístavnástarémesto,285000.0,4253.73,67.0
https://www.nehnutelnosti.sk/4938819/nadstandardny-3-izbovy-apartman-v-premiovom-projekte-v-blizkosti-downtownu-112-m2/,"NADŠTANDARDNÝ 3-IZBOVÝ APARTMÁN V PRÉMIOVOM PROJEKTE V BLÍZKOSTI DOWNTOWNU, 112 M2",prístavnáružinov,375000.0,3348.21,112.0
https://www.nehnutelnosti.sk/5304563/luxusny-2-izbovy-apartman-v-premiovom-projekte-v-blizkosti-downtownu-72-6-m2/,"LUXUSNÝ 2-IZBOVÝ APARTMÁN V PRÉMIOVOM PROJEKTE V BLÍZKOSTI DOWNTOWNU, 72,6 M2",prístavnástarémesto,240000.0,3243.24,74.0
https://www.nehnutelnosti.sk/5343917/bosen-vkusny-priestorovo-velkorysy-2-izb-byt-vienna-gate-bratislava-m-c-petrzalka-81-m2/,"BOSEN | Vkusný, priestorovo veľkorysý 2 izb. byt, Vienna Gate, Bratislava - m.č. Petržalka, 81 m2",kopčianskapetržalka,274000.0,3399.5,80.6
https://www.nehnutelnosti.sk/5315836/bosen-3-izbovy-zariadeny-byt-v-povodnom-stave-haburska-ul-ba-ruzinov-68-m2/,"BOSEN | 3 izbový zariadený byt v pôvodnom stave, Haburská ul., BA - Ružinov, 68 m2",haburskáružinov,179990.0,2646.91,68.0
https://www.nehnutelnosti.sk/5310996/bosen-1-izb-byt-s-loggiou-novom-projekte-slnecnice-uniq-investicna-prilezitost-fialova-31-m2/,"BOSEN | 1 izb.byt s loggiou novom projekte Slnečnice UNIQ, Investičná príležitosť, Fialová, 31 m2",fialovápetržalka,127900.0,4676.42,27.35
https://www.nehnutelnosti.sk/5275992/bosen-3-izbovy-byt-2x-zahradka-spolu-208-m2-projekt-opal-perlova-ul/,"BOSEN | 3 izbový byt, 2x záhradka, spolu 208 m2, projekt OPÁL, Perlová ul.",perlovájarovce,254000.0,3708.03,68.5
https://www.nehnutelnosti.sk/5272273/bosen-3-izbovy-byt-s-balkonom-a-garazovym-statim-slnecnice-ul-zuzany-chalupovej-bratislava-7/,"BOSEN | 3 izbový byt s balkónom a garážovým státím, Slnečnice,  ul. Zuzany Chalupovej, Bratislava, 7",zuzanychalupovejpetržalka,285000.0,3701.3,77.0
https://www.nehnutelnosti.sk/5267968/bosen-prijemny-2-izbovy-byt-v-bratislave-nuppu-mestska-cast-ruzinov/,"BOSEN | Príjemný 2 izbový byt v Bratislave, NUPPU, mestská časť Ružinov",mlynskénivyružinov,224990.0,3877.8,58.02
https://www.nehnutelnosti.sk/5248376/bosen-prijemny-2-izbovy-byt-v-bratislave-mestska-cast-ruzinov/,"BOSEN | Príjemný 2 izbový byt v Bratislave, mestská časť Ružinov",haburskáružinov,159900.0,3671.64,43.55
https://www.nehnutelnosti.sk/5238833/rezervovane-bosen-3-izb-byt-s-prijemnou-atmosferou-a-priestrannou-lodziou-slnecnice-ul-bezov/,"REZERVOVANÉ - BOSEN | 3 izb. byt s príjemnou atmosférou a priestrannou lodžiou, Slnečnice, ul. Béžov",béžovápetržalka,290000.0,3333.33,87.0
https://www.nehnutelnosti.sk/5230035/bosen-4-izbovy-byt-v-rodinnom-dome-so-zahradou-134-m2-pernecka-ul-bratislava/,"BOSEN | 4 izbový byt v rodinnom dome so záhradou 134 m2, Pernecká ul., Bratislava",perneckákarlovaves,569999.0,1979.16,288.0
https://www.nehnutelnosti.sk/5238389/bosen-1-izbovy-byt-v-projekte-rinok-raca/,BOSEN | 1 izbový byt v projekte Rínok Rača,barónkarača,159990.0,3738.08,42.8
